brand,model,year,price,mileage,fuelType,transmission,engineSize
Daihatsu,Sigra,2018,"Rp120,000,000","98,000",Bensin,Manual,1200
Daihatsu,Gran max,2018,"Rp120,000,000","123,456",Bensin,Manual,1500
Daihatsu,Sigra,2022,"Rp147,000,000","40,000",Bensin,Manual,1200
Daihatsu,Sigra,2023,"Rp138,000,000","30,000",Bensin,Manual,1200
Daihatsu,Sigra,2018,"Rp120,000,000","90,000",Bensin,Manual,1200
Daihatsu,Sigra,2017,"Rp132,000,000","80,000",Bensin,Manual,1200
Daihatsu,Sigra,2017,"Rp125,000,000","85,000",Bensin,Automatic,1200
Daihatsu,Sigra,2019,"Rp103,000,000","65,000",Bensin,Manual,1200
Daihatsu,Gran max,2023,"Rp275,000,000","6,000",Bensin,Manual,1300
Daihatsu,Sigra,2020,"Rp175,000,000","95,000",Bensin,Manual,1000
Daihatsu,Gran max,2020,"Rp156,000,000","12,000",Bensin,Manual,1500
Daihatsu,Sigra,2018,"Rp175,000,000","18,000",Bensin,Manual,1200
Daihatsu,Sigra,2018,"Rp117,000,000","70,000",Bensin,Automatic,1200
Daihatsu,Sigra,2019,"Rp115,000,000","50,000",Bensin,Manual,1200
Daihatsu,Gran max,2019,"Rp113,000,000","110,000",Bensin,Manual,1500
Daihatsu,Gran max,2017,"Rp79,000,000","83,000",Bensin,Manual,1300
Daihatsu,Sigra,2019,"Rp107,000,000","30,000",Bensin,Manual,1000
Daihatsu,Xenia,2022,"Rp195,000,000","57,000",Bensin,Automatic,1300
Daihatsu,Gran max,2022,"Rp137,000,000","40,000",Bensin,Manual,1500
Daihatsu,Gran max,2008,"Rp70,000,000","90,000",Bensin,Manual,1300
Daihatsu,Gran max,2012,"Rp82,000,000","90,638",Bensin,Manual,1300
Daihatsu,Xenia,2014,"Rp110,000,000","115,000",Bensin,Manual,1300
Daihatsu,Xenia,2013,"Rp125,000,000","170,000",Bensin,Manual,1300
Daihatsu,Xenia,2007,"Rp75,000,000","85,000",Bensin,Manual,1300
Daihatsu,Xenia,2022,"Rp220,000,000","4,000",Bensin,Automatic,1300
Daihatsu,Gran max,2017,"Rp115,000,000","70,000",Bensin,Manual,1500
Daihatsu,Gran max,2022,"Rp185,000,000","25,000",Bensin,Manual,1300
Daihatsu,Gran max,2017,"Rp145,000,000","70,000",Bensin,Manual,1500
Daihatsu,Gran max,2022,"Rp134,000,000","20,000",Bensin,Manual,1500
Daihatsu,Gran max,2019,"Rp133,000,000","75,000",Bensin,Manual,1500
Daihatsu,Xenia,2023,"Rp200,000,000","20,000",Bensin,Automatic,1300
Daihatsu,Gran max,2016,"Rp95,000,000","90,558",Bensin,Manual,1300
Daihatsu,Gran max,2013,"Rp73,000,000","120,000",Bensin,Manual,1300
Daihatsu,Xenia,2021,"Rp162,000,000","22,000",Bensin,Manual,1300
Daihatsu,Xenia,2022,"Rp205,000,000","12,000",Bensin,Automatic,1300
Daihatsu,Xenia,2023,"Rp179,000,000","3,000",Bensin,Manual,1300
Daihatsu,Gran max,2013,"Rp90,000,000","70,000",Bensin,Manual,1300
Daihatsu,Xenia,2018,"Rp135,000,000","81,000",Bensin,Manual,1300
Daihatsu,Xenia,2023,"Rp188,000,000","7,000",Bensin,Automatic,1300
Daihatsu,Xenia,2006,"Rp65,000,000","125,468",Bensin,Manual,1300
Daihatsu,Ayla,2021,"Rp90,000,000","1,000",Bensin,Manual,1200
Daihatsu,Terios,2017,"Rp155,000,000","61,847",Bensin,Manual,1500
Daihatsu,Terios,2021,"Rp185,000,000","80,000",Bensin,Automatic,1500
Daihatsu,Ayla,2021,"Rp99,000,000","27,193",Bensin,Manual,1200
Daihatsu,Sigra,2019,"Rp115,000,000","72,000",Bensin,Automatic,1200
Daihatsu,Xenia,2017,"Rp120,000,000","90,000",Bensin,Manual,1300
Daihatsu,Gran max,2019,"Rp110,000,000","76,000",Bensin,Manual,1300
Daihatsu,Sigra,2024,"Rp105,000,000","39,001",Bensin,Manual,1000
Daihatsu,Sigra,2024,"Rp135,000,000","6,000",Bensin,Automatic,1200
Daihatsu,Xenia,2021,"Rp155,000,000","72,807",Bensin,Manual,1300
Daihatsu,Ayla,2022,"Rp135,000,000","15,000",Bensin,Automatic,1200
Daihatsu,Sigra,2017,"Rp90,000,000","94,000",Bensin,Manual,1200
Daihatsu,Sigra,2024,"Rp120,000,000","25,000",Bensin,Manual,1000
Daihatsu,Gran max,2022,"Rp130,000,000","3,200",Bensin,Manual,1500
Daihatsu,Xenia,2019,"Rp137,000,000","88,000",Bensin,Manual,1300
Daihatsu,Ayla,2021,"Rp108,000,000","22,442",Bensin,Manual,1200
Daihatsu,Ayla,2014,"Rp70,000,000","12,345",Bensin,Manual,1000
Daihatsu,Terios,2015,"Rp130,000,000","80,000",Bensin,Manual,1500
Daihatsu,Ayla,2019,"Rp109,000,000","100,000",Bensin,Manual,1000
Daihatsu,Terios,2016,"Rp150,000,000","100,000",Bensin,Manual,1500
Daihatsu,Xenia,2017,"Rp130,000,000","155,000",Bensin,Manual,1300
Daihatsu,Ayla,2022,"Rp120,000,000","19,000",Bensin,Automatic,1200
Daihatsu,Ayla,2023,"Rp128,000,000","11,700",Bensin,Manual,1200
Daihatsu,Ayla,2021,"Rp98,000,000","12,345",Bensin,Manual,1200
Daihatsu,Terios,2020,"Rp185,000,000","48,000",Bensin,Manual,1500
Daihatsu,Xenia,2017,"Rp145,000,000","153,000",Bensin,Manual,1300
